,house_type,price,address,square,object_type,latitude,longitude,year_of_construction,building_type,rooms,sauna
1794,"Kerrostalo, 1990",979,"Soukankuja 4 B, Soukka, Espoo",60.5,3h+k,60.1385654,24.6722743,1990.0,Kerrostalo,3,False
1795,"Kerrostalo, 1998",1009,"Kala-Maija 3, Matinkylä, Espoo",49.0,2H+KT+S,60.1593647,24.739540270731567,1998.0,Kerrostalo,2,False
1796,"Kerrostalo, 2018",827,"Reelinkikatu 2, Saunalahti, Espoo",40.5,1H+KT,60.1682105,24.6193641,2018.0,Kerrostalo,1,False
1797,"Kerrostalo, 2021",1165,"Peuraniitty 1 E, Sepänkylä, Espoo",66.0,3h+kt,60.204458,24.7380923,2021.0,Kerrostalo,3,False
1798,"Kerrostalo, 2018",1340,"Suurpellon puistokatu 14 A, Suurpelto, Espoo",77.0,3h+k,60.1869397,24.7428039,2018.0,Kerrostalo,3,False
1799,"Kerrostalo, 1963",750,"Pohjanpolku 4, Tapiola, Espoo",32.5,1h + avok + p,60.177790900000005,24.80027161724851,1963.0,Kerrostalo,1,False
1800,"Kerrostalo, 1971",695,"Alakartanontie 4 A, Soukka, Espoo",38.5,1h+k,60.1363155,24.674533698257346,1971.0,Kerrostalo,1,False
1801,"Kerrostalo, 2020",749,"Majurinkatu 3 B, Vermonniitty, Espoo",23.5,1h+kt,60.2136788,24.8266391,2020.0,Kerrostalo,1,False
1802,"Luhtitalo, 2019",800,"Marinkallio 2 A, Kivenlahti, Espoo",43.0,2h + avok + p,60.1578591,24.6223136,2019.0,Luhtitalo,2,False
1803,"Kerrostalo, 2022",1235,"Kipparinkatu 4 B, Espoonlahti, Espoo",62.5,3h+kt,60.1505768,24.6483726,2022.0,Kerrostalo,3,False
1805,"Kerrostalo, 2020",900,"Metsänpojankuja 7 A, Pohjois-Tapiola, Espoo",40.0,2h + kt + lasitettu parveke,60.1856157,24.8038674,2020.0,Kerrostalo,2,True
1806,"Kerrostalo, 2018",1000,"Niittykatu 1, Niittykumpu, Espoo",50.5,2h + avok + s + p,60.16958695,24.75897078408353,2018.0,Kerrostalo,2,True
1807,"Kerrostalo, 2021",1000,"Piispanportti 9, Olari, Espoo",44.0,2h+kt,60.1637972,24.7323606638758,2021.0,Kerrostalo,2,False
1808,"Kerrostalo, 2019",875,"Lotankatu 8, Painiitty, Espoo",42.5,2h+kt,60.2368906,24.8281334,2019.0,Kerrostalo,2,False
1809,"Kerrostalo, 1994",875,"Kiltakallio 13 B, Kiltakallio, Espoo",58.0,2h+k,60.1986347,24.6568988,1994.0,Kerrostalo,2,False
1810,"Kerrostalo, 2020",750,"Kuvastimentie 1 E, Olari, Espoo",29.5,1h+kk,60.1790461,24.7141861,2020.0,Kerrostalo,1,False
1811,"Kerrostalo, 2010",852,"Malmiportti 4 A, Niittykumpu, Espoo",47.5,1h+tpk,60.16992825,24.78269473025302,2010.0,Kerrostalo,1,False
1812,"Kerrostalo, 2017",856,"Puolikuu 2 B, Olari, Espoo",42.0,2h+k,60.1731699,24.7276308,2017.0,Kerrostalo,2,False
1813,"Kerrostalo, 2019",1089,"Niittykatu 1 C, Niittykumpu, Espoo",50.5,2 H + KT + S,60.1680961,24.7597099,2019.0,Kerrostalo,2,False
1814,"Kerrostalo, 2010",1288,"Perkkaantie 3, Perkkaa, Espoo",71.5,3h+k+s+parv.,60.21663285,24.82143828217052,2010.0,Kerrostalo,3,True
1815,"Kerrostalo, 2010",937,"Perkkaantie 3, Perkkaa, Espoo",53.5,2h+k+s+parv.,60.21663285,24.82143828217052,2010.0,Kerrostalo,2,True
1816,"Kerrostalo, 1974",950,"Heinjoenpolku 3, Laajalahti, Espoo",59.0,2h + avok + p,60.20341895,24.79894117126452,1974.0,Kerrostalo,2,False
1817,"Kerrostalo, 2011",955,"Linnatullinkatu 1, Leppävaara, Espoo",43.0,1h+kt,60.21887905,24.808307901899408,2011.0,Kerrostalo,1,False
1818,"Kerrostalo, 2011",967,"Linnatullinkatu 1, Leppävaara, Espoo",43.0,1h+kt,60.21887905,24.808307901899408,2011.0,Kerrostalo,1,False
1819,"Kerrostalo, 1971",899,"Soukankaari 11 B, Soukka, Espoo",62.0,2h+k,60.1406215,24.6726976,1971.0,Kerrostalo,2,False
1820,"Kerrostalo, 1991",869,"Asemakuja 3, Espoon keskus, Espoo",38.0,2H+KK,60.2051065,24.6604885,1991.0,Kerrostalo,2,False
1821,"Kerrostalo, 2022",1400,"Espoonlahdenkatu 4 A, Espoonlahti, Espoo",63.0,3h+kt+kph+lasitettu parveke,60.1485116,24.657676843553297,2022.0,Kerrostalo,3,True
1822,"Kerrostalo, 2021",917,"Uuno Kailaan katu 4, Vermonniitty, Espoo",40.5,2H+KT,60.2130758,24.8328997,2021.0,Kerrostalo,2,False
1823,"Kerrostalo, 2011",885,"Piilipuuntie 21 C, Suurpelto, Espoo",48.5,2h+kk+s,60.1858108,24.7397412,2011.0,Kerrostalo,2,True
1824,"Kerrostalo, 2011",860,"Piilipuuntie 21 B, Suurpelto, Espoo",45.5,2h+kk+s,60.1858108,24.7397412,2011.0,Kerrostalo,2,True
1825,"Kerrostalo, 2022",705,"Magneettikatu 3, Saunalahti, Espoo",33.0,1h+kt+p,60.1687804,24.617962554497822,2022.0,Kerrostalo,1,False
1826,"Kerrostalo, 2022",715,"Magneettikatu 3, Saunalahti, Espoo",33.0,1h+kt+p,60.1687804,24.617962554497822,2022.0,Kerrostalo,1,False
1827,"Kerrostalo, 2020",750,"Kaarlo Sarkian katu 7, Espoo, Vermonniitty, Espoo",33.0,"1h + avokeittö, alkovi, ranskalainen parveke",60.2150821,24.8341062,2020.0,Kerrostalo,1,True
1828,Kerrostalo,840,"Tuomarilanportti 6 A, Tuomarila, Espoo",50.0,"2h, kk, kph, s, vaatehuone, ILP ja parveke",60.2047089,24.6813941,,Kerrostalo,2,True
1829,"Kerrostalo, 2011",985,"Lyhtykuja 2, Tuomarila, Espoo",60.5,2h+k+s,60.20640965,24.67408561785326,2011.0,Kerrostalo,2,True
1830,"Kerrostalo, 1998",899,"Ruotutorppa 8 C, Kilo, Espoo",51.0,2h+kk+s,60.2175174,24.7751946,1998.0,Kerrostalo,2,True
1831,"Kerrostalo, 1990",799,"Lansantie 3 B, Kilo, Espoo",44.5,1h+k,60.2138273,24.7710226,1990.0,Kerrostalo,1,False
1832,"Kerrostalo, 2000",895,"Tuomarilankatu 1, Tuomarila, Espoo",62.0,2h+k+s,60.2052051,24.683724003478225,2000.0,Kerrostalo,2,True
1833,"Kerrostalo, 2021",775,"Korkoontie 4, Tillinmäki, Espoo",32.5,1h+kt,60.169370650000005,24.62253824970777,2021.0,Kerrostalo,1,False
1834,"Kerrostalo, 2018",1317,"Marinkallio 4, Kivenlahti, Espoo",68.5,3H+K+S,60.15845435,24.61975890366556,2018.0,Kerrostalo,3,False
1835,"Kerrostalo, 2000",795,"Suvelantie 18, Tuomarila, Espoo",50.5,2h+kk+s,60.2041825,24.674866834006583,2000.0,Kerrostalo,2,True
1836,"Kerrostalo, 2018",795,"Perilänniitty 2, Vermonniitty, Espoo",32.5,1h+tk,60.2165225,24.83287010199864,2018.0,Kerrostalo,1,False
1837,"Kerrostalo, 2018",1300,"Perilänniitty 2, Vermonniitty, Espoo",66.0,3h+kt+s,60.2165225,24.83287010199864,2018.0,Kerrostalo,3,True
1838,"Kerrostalo, 2019",1120,"Kaarlo Sarkian katu 8, Vermonniitty, Espoo",58.0,2h+kt+alk+s,60.2141427,24.833649286196646,2019.0,Kerrostalo,2,True
1839,"Kerrostalo, 2019",725,"Kaarlo Sarkian katu 8, Vermonniitty, Espoo",26.0,1h+kt,60.2141427,24.833649286196646,2019.0,Kerrostalo,1,False
1840,"Kerrostalo, 1959",1099,"Jousenkaari 7 A, Tapiola, Espoo",60.5,3h+k,60.1750351,24.78774281239369,1959.0,Kerrostalo,3,False
1841,"Kerrostalo, 2019",1170,"Runoratsunkatu 1, Vermonniitty, Espoo",63.0,3H+KT,60.21494765,24.82770161825399,2019.0,Kerrostalo,3,False
1842,"Kerrostalo, 1971",850,"Aapelinkatu 9, Matinkylä, Espoo",43.0,2h + kk + p,60.15598985,24.748190168422667,1971.0,Kerrostalo,2,False
1843,"Luhtitalo, 2008",750,"Kastevuorenkuja 1, Soukka, Espoo",47.5,1h+kk+s,60.1379729,24.67634797119539,2008.0,Luhtitalo,1,True
1844,"Kerrostalo, 2017",742,"Ullanmäentie 14, Ymmersta, Espoo",31.0,1h+kt,60.2064693,24.70977499474573,2017.0,Kerrostalo,1,False
1845,"Kerrostalo, 2010",902,"Malmiportti 4 D, Niittykumpu, Espoo",41.5,2h+kk+s,60.1695754,24.7819259,2010.0,Kerrostalo,2,True
1846,"Kerrostalo, 2018",800,"Perilänniitty 7 C, Vermonniitty, Espoo",29.5,1h+tk,60.2163582,24.8319782,2018.0,Kerrostalo,1,False
1847,"Rivitalo, 1961",595,"Sammentie 2 A, Kaitaa, Espoo",26.0,1h+kk,60.1436931,24.6853309,1961.0,Rivitalo,1,False
1848,"Kerrostalo, 1976",720,"Majurinkatu 12, Leppävaara, Espoo",38.0,1h + k,60.2165172,24.826197446591934,1976.0,Kerrostalo,1,False
1849,"Kerrostalo, 1978",920,"Leilankuja 4, Matinkylä, Espoo",58.5,2h + k + p,60.154892,24.7450274,1978.0,Kerrostalo,2,False
1850,"Kerrostalo, 1965",600,"Lähderanta 5, Laaksolahti, Espoo",27.0,1h + kk,60.2422403,24.73964653357873,1965.0,Kerrostalo,1,False
1851,Kerrostalo,700,"Kilonportti 2, Kilo, Espoo",28.5,1h + kk,60.2193444,24.7848387,,Kerrostalo,1,False
1852,"Kerrostalo, 1973",700,"Kivenlahdenkatu 3, Espoonlahti, Espoo",38.5,1h + avok + s + p,60.1550721,24.630805,1973.0,Kerrostalo,1,True
1853,"Kerrostalo, 1967",949,"Iivisniementie 6 B, Iivisniemi, Espoo",76.5,3h+k+kph+wc+lp,60.1498981,24.692981,1967.0,Kerrostalo,3,False
1854,"Kerrostalo, 1976",640,"Ruorimiehenkatu 5, Espoonlahti, Espoo",31.0,1+kk,60.1473233,24.6496211,1976.0,Kerrostalo,1,False
1855,"Kerrostalo, 2021",750,"Armas Launiksen katu 14, Leppävaara, Espoo",30.5,1h + avok + parveke,60.2222699,24.82004997194956,2021.0,Kerrostalo,1,False
1856,"Rivitalo, 2002",1250,"Pisanmäki 2, Nöykkiö, Espoo",85.0,3h + k + s + p,60.1713727,24.67826460096525,2002.0,Rivitalo,3,True
1857,"Kerrostalo, 2000",989,"Ruusutorpantie 1, Leppävaara, Espoo",48.5,2H+KK,60.21426645,24.80630020918452,2000.0,Kerrostalo,2,False
1859,"Kerrostalo, 2019",1220,"Lotankatu 8, Painiitty, Espoo",67.5,3h+kt+s,60.2368906,24.8281334,2019.0,Kerrostalo,3,True
1860,"Kerrostalo, 1987",975,"Niittymaantie 1 C, Niittykumpu, Espoo",49.5,2h+kk+s,60.1703398,24.7748331,1987.0,Kerrostalo,2,True
1862,"Kerrostalo, 2017",829,"Niittysillankulma 2 C, Niittykumpu, Espoo",31.0,1h+kt,60.1696563,24.7656265,2017.0,Kerrostalo,1,False
1863,"Kerrostalo, 2013",1299,"Ulappakatu 1, Espoonlahti, Espoo",68.5,3H+KT+S,60.1506629,24.6548474,2013.0,Kerrostalo,3,False
1864,"Kerrostalo, 2021",799,"Forstmestarinpiha 2, Kilo, Espoo",33.5,1H+KT,60.22115695,24.785921458720285,2021.0,Kerrostalo,1,False
1865,"Kerrostalo, 2023",3999,"Itätuulenkuja 10 A30, Tapiola, Espoo",111.0,4h + avok + s + p,60.173847,24.8018382,2023.0,Kerrostalo,4,True
1866,"Kerrostalo, 1981",1150,"Westendintie 93 H, Westend, Espoo",75.0,3h+avok+kph+s+pke,60.1684877,24.8060231,1981.0,Kerrostalo,3,True
1867,"Kerrostalo, 2022",1110,"Linda Tannerin kuja 2 D, Henttaa, Espoo",61.5,3h+kt,60.1880873,24.7352009,2022.0,Kerrostalo,3,False
1868,"Kerrostalo, 1974",519,"Maininkitie 9 H, Kivenlahti, Espoo",30.5,1h+k+kph+alkovi,60.1540251,24.6467971,1974.0,Kerrostalo,1,False
1869,"Kerrostalo, 1972",650,"Viherkallionkuja 5 G 41, Viherlaakso, Espoo",31.0,1h + k + p,60.2295075,24.7453547,1972.0,Kerrostalo,1,False
1870,"Kerrostalo, 2017",999,"Piilipuuntie 15 B, Suurpelto, Espoo",55.0,2 H + KT,60.1858108,24.7397412,2017.0,Kerrostalo,2,False
1871,"Kerrostalo, 2022",399,"Linjaloistonkatu 11, Saunalahti, Espoo",26.5,1H+KT+LASITETTU PARVEKE,60.16251295,24.62532216963583,2022.0,Kerrostalo,1,False
1872,"Kerrostalo, 2019",560,"Eestinlaakso 11 A, Eestinlaakso, Espoo",22.5,1h+avok+kph+lasitettu parveke,60.16913235,24.67826715078316,2019.0,Kerrostalo,1,True
1875,"Kerrostalo, 2000",989,"Ruusutorpantie 1, Leppävaara, Espoo",48.5,2H+KK,60.21426645,24.80630020918452,2000.0,Kerrostalo,2,False
1876,"Kerrostalo, 2016",595,"Lasiportti 2, Kauklahti, Espoo",28.0,1h+kt,60.1837478,24.5804782,2016.0,Kerrostalo,1,False
1877,"Kerrostalo, 2016",595,"Lasiportti 2, Kauklahti, Espoo",28.0,1h+kt,60.1837478,24.5804782,2016.0,Kerrostalo,1,False
1878,"Kerrostalo, 2016",595,"Pellaksenmäentie 15, Järvenperä, Espoo",28.0,1h+tupak,60.2306349,24.69031149753277,2016.0,Kerrostalo,1,False
1879,"Kerrostalo, 1964",1090,"Hakarinne 2 P, Tapiola, Espoo",63.0,"2h, k, rt, kph, p",60.1735019,24.796252,1964.0,Kerrostalo,2,False
1880,"Kerrostalo, 2008",850,"Meriviitantie 6, Saunalahti, Espoo",48.5,2h+kk+s+parv,60.165452650000006,24.6126659213226,2008.0,Kerrostalo,2,True
1881,"Kerrostalo, 2021",650,"Tiimalasintie 6, Saunalahti, Espoo",20.5,1h + avok + lasit. parveke,60.16782165,24.61438440876308,2021.0,Kerrostalo,1,True
1883,"Kerrostalo, 2013",815,"Tiimalasintie 5 C, Saunalahti, Espoo",42.0,2h+kt+p,60.1680002,24.6129256,2013.0,Kerrostalo,2,False
1884,"Kerrostalo, 2016",949,"Magneettikatu 8 A, Saunalahti, Espoo",57.5,2h+k,60.1694759,24.61710707713185,2016.0,Kerrostalo,2,False
1885,"Kerrostalo, 2021",839,"Niittykatu 15, Niittykumpu, Espoo",27.5,1H+KT,60.16719015,24.758014342800305,2021.0,Kerrostalo,1,False
1886,"Kerrostalo, 1964",1100,"Louhentie 13 C 24, Tapiola, Espoo",70.0,3h+k+kph+wc+p,60.1827586,24.794803,1964.0,Kerrostalo,3,False
1887,Kerrostalo,850,"Suviniitynkatu 4 B, Espoon keskus, Espoo",44.0,2h + avok + s + p,60.2055302,24.6649142,,Kerrostalo,2,True
1888,"Kerrostalo, 2022",945,"Piispantilankuja 1, Friisilä, Espoo",52.5,2h+kt+ransk,60.1632803,24.7241119,2022.0,Kerrostalo,2,True
1889,"Kerrostalo, 2022",715,"Piispantilankuja 1, Friisilä, Espoo",27.0,1h+kt+ransk,60.1632803,24.7241119,2022.0,Kerrostalo,1,True
1890,"Kerrostalo, 2014",2111,"Nikkarinkuja 5, Leppävaara, Espoo",44.0,2h+ak+kph+wc+p,60.22259875,24.816280260905344,2014.0,Kerrostalo,2,False
1891,"Kerrostalo, 1966",2161,"Elosalamantie 2, Tapiola, Espoo",51.0,2h+ak+kph+p,60.1720501,24.8084403,1966.0,Kerrostalo,2,False
1892,Kerrostalo,855,"Kirkkojärventie 10 B63, Espoon keskus, Espoo",41.0,2h+kt,60.2048634,24.6529888,,Kerrostalo,2,False
1893,"Kerrostalo, 1976",1149,"Kirstintie 30, Suvela, Espoo",77.0,3H+K,60.2054793,24.672989876694857,1976.0,Kerrostalo,3,False
1894,"Kerrostalo, 2022",699,"Laidunmaanraitti 2, Nöykkiö, Espoo",26.0,1H+KT,60.1701772,24.66745076993057,2022.0,Kerrostalo,1,False
1895,Kerrostalo,700,"Yläkartanonkuja 5 B, Soukka, Espoo",33.5,1h + k + kh,60.1421409,24.6666914,,Kerrostalo,1,False
1896,"Kerrostalo, 1990",859,"Kala-Matti 3 B, Matinkylä, Espoo",44.5,2h+kk,60.1583854,24.7374442,1990.0,Kerrostalo,2,False
1898,"Kerrostalo, 2001",1181,"ZANSENINKUJA 2 A, Leppävaara, Espoo",70.5,3 H + K + S,60.2164609,24.8101337,2001.0,Kerrostalo,3,False
1899,"Kerrostalo, 1959",750,"Tornitaso 7, Tapiola, Espoo",36.0,1h + avok,60.17602655,24.795832650228466,1959.0,Kerrostalo,1,False
1900,"Kerrostalo, 2022",1100,"Linda Tannerin kuja 2 D, Henttaa, Espoo",61.5,3h+kt,60.1880873,24.7352009,2022.0,Kerrostalo,3,False
1901,"Kerrostalo, 2022",705,"Linda Tannerin kuja 2 D, Henttaa, Espoo",26.5,1h+kt,60.1880873,24.7352009,2022.0,Kerrostalo,1,False
1902,"Kerrostalo, 2003",910,"Nelikkotie 8 B, Matinkylä, Espoo",41.0,2h+kk,60.1619618,24.7498391,2003.0,Kerrostalo,2,False
1903,"Kerrostalo, 2011",845,"Asemakuja 1, Espoon keskus, Espoo",42.5,2H+KK,60.20443285,24.65972513135152,2011.0,Kerrostalo,2,False
1904,"Kerrostalo, 1973",1048,"Jälkimaininki 4, Kivenlahti, Espoo",72.0,3H+K,60.1541006,24.64464814081865,1973.0,Kerrostalo,3,False
1905,"Kerrostalo, 2020",868,"Kirkkojärventie 10, Espoon keskus, Espoo",41.5,2H+KT,60.2059528,24.6574702,2020.0,Kerrostalo,2,False
1906,"Kerrostalo, 2010",920,"Rummunlyöjänkatu 11, Leppävaara, Espoo",42.0,2h + kk + s + p,60.21903215,24.80595829618237,2010.0,Kerrostalo,2,True
1907,"Kerrostalo, 1965",1350,"Sateenkaari 3 A, Tapiola, Espoo",70.0,4h + k,60.1720304,24.8120688,1965.0,Kerrostalo,4,False
1909,Kerrostalo,1445,"Kuusikallionkuja 4, Olari, Espoo",83.0,3h + k + s + p,60.1763623,24.731645306568083,,Kerrostalo,3,True
1910,"Kerrostalo, 1988",2300,"Salakkatie 1, Haukilahti, Espoo",134.0,5h + k + s + p,60.16369075,24.77949649863834,1988.0,Kerrostalo,5,True
1911,"Kerrostalo, 1977",886,"Sepetlahdentie 6 B, Matinkylä, Espoo",49.5,2h+kk,60.1528224,24.7445179,1977.0,Kerrostalo,2,False
1912,"Kerrostalo, 1997",929,"Nassakkakuja 4, Matinkylä, Espoo",49.0,2H+KK+S,60.15862805,24.730711694342126,1997.0,Kerrostalo,2,False
1913,"Kerrostalo, 2021",799,"Kirkkojärventie 10, Espoon keskus, Espoo",29.5,1H+KT,60.2059528,24.6574702,2021.0,Kerrostalo,1,False
1914,"Kerrostalo, 2017",977,"Matinkallio 7 B, Matinkylä, Espoo",53.0,2h+kt,60.1641609,24.74706177583952,2017.0,Kerrostalo,2,False
1915,"Kerrostalo, 2020",794,"Matinkatu 22 D, Matinkylä, Espoo",29.0,1h+kt,60.1592726,24.74612,2020.0,Kerrostalo,1,False
1916,"Kerrostalo, 1980",739,"Joupinrinne 4, Suvela, Espoo",31.5,1H+KK,60.20265875,24.67853516556904,1980.0,Kerrostalo,1,False
1917,"Kerrostalo, 2018",837,"Marinkallio 6, Kivenlahti, Espoo",34.0,1H+KT,60.1583747,24.62116021839193,2018.0,Kerrostalo,1,False
1918,"Kerrostalo, 2018",1349,"Reelinkikatu 2, Saunalahti, Espoo",77.0,3H+KT,60.1682105,24.6193641,2018.0,Kerrostalo,3,False
1919,"Kerrostalo, 2020",945,"Kuvastimentie 1 H, Olari, Espoo",51.5,2H+KT+P,60.1790461,24.7141861,2020.0,Kerrostalo,2,False
1920,"Kerrostalo, 1966",690,"Ahvenevä 1, Haukilahti, Espoo",23.0,1h + avok + p,60.164901150000006,24.77382615,1966.0,Kerrostalo,1,False
1922,"Kerrostalo, 1992",813,"Reviisorinkatu 3 C 32, Espoon keskus, Espoo",51.5,2h+kk+p,60.2060551,24.6669216,1992.0,Kerrostalo,2,False
1923,"Kerrostalo, 2019",1221,"ANNA SAHLSTÉNIN KATU 10 B, Vermonniitty, Espoo",63.0,3 H + KT + S,60.2123435,24.8307659,2019.0,Kerrostalo,3,False
1924,"Kerrostalo, 1961",880,"Otsolahdentie 18 B 41, Tapiola, Espoo",32.0,1h,60.1785843,24.817917,1961.0,Kerrostalo,1,False
1925,"Luhtitalo, 1993",959,"Peuramäentie 9 H, Sepänkylä, Espoo",78.5,3h + keittiö,60.2030652,24.7242528,1993.0,Luhtitalo,3,False
1926,"Kerrostalo, 2022",987,"Henttaan puistokatu 16, Suurpelto, Espoo",48.5,2H+KT,60.1901271,24.741484,2022.0,Kerrostalo,2,False
1927,"Kerrostalo, 1979",649,"Joupinmäenrinne 4 A, Suvela (Espoon keskus), Espoo",49.5,2h+kk+kph,60.2031445,24.674441468036648,1979.0,Kerrostalo,2,False
1928,"Kerrostalo, 1958",680,"Naavakalliontie 1 E, Tapiola, Espoo",32.0,1h+k+kph+ranskalainen p.,60.176384,24.7923965,1958.0,Kerrostalo,1,True
1930,"Kerrostalo, 2021",925,"Ylismäentie 12, Olari, Espoo",45.5,2H+KT,60.1787372,24.7420171,2021.0,Kerrostalo,2,False
1931,"Kerrostalo, 1970",649,"Matinkatu 14 A, Matinkylä, Espoo",27.0,1h+kk+kph,60.15825015,24.743240607625538,1970.0,Kerrostalo,1,False
1932,"Kerrostalo, 2013",929,"Elosalamantie 4 H, Tapiola, Espoo",38.5,2h+kk,60.1715973,24.8079586,2013.0,Kerrostalo,2,False
1933,"Kerrostalo, 2022",910,"Rälssitilankuja 4, Niittykumpu, Espoo",32.0,2h+kt+p,60.17124965,24.75686673341809,2022.0,Kerrostalo,2,False
1934,"Kerrostalo, 1999",1100,"Aallokko 3 A, Kivenlahti, Espoo",59.5,2h+avok+kph+s+wc+lasit.p,60.1510573,24.63402845889423,1999.0,Kerrostalo,2,True
1935,"Kerrostalo, 2018",120,"Ullanmäentie 12, Ymmersta, Espoo",5.0,1h,60.2060974,24.707507,2018.0,Kerrostalo,1,False
1936,"Kerrostalo, 2016",595,"Pellaksenmäentie 15, Järvenperä, Espoo",28.0,1h+tupak,60.2306349,24.69031149753277,2016.0,Kerrostalo,1,False
1937,"Kerrostalo, 2022",820,"Piispantilankuja 1, Friisilä, Espoo",36.0,1h+kt+alk.+ransk,60.1632803,24.7241119,2022.0,Kerrostalo,1,True
1938,"Kerrostalo, 2003",867,"Rauhalanpuisto 4, Matinkylä, Espoo",30.5,1H+KT,60.16416340000001,24.745037183629204,2003.0,Kerrostalo,1,False
1939,"Kerrostalo, 2012",829,"Piilipuuntie 25, Suurpelto, Espoo",36.5,1H+KK,60.1886844,24.738878867013028,2012.0,Kerrostalo,1,False
1940,"Kerrostalo, 1978",927,"Tietäjäntie 3, Pohjois-Tapiola, Espoo",49.0,2H+KK,60.1885584,24.80226632940892,1978.0,Kerrostalo,2,False
1941,"Kerrostalo, 1977",1219,"Tiistilänkuja 3, Matinkylä, Espoo",74.5,3H+K,60.1548661,24.737584345878137,1977.0,Kerrostalo,3,False
1942,"Kerrostalo, 2013",1097,"Rastasniityntie 1, Laaksolahti, Espoo",56.0,3H+KK,60.23275795000001,24.75245941649189,2013.0,Kerrostalo,3,False
1943,"Kerrostalo, 1963",650,"Hauenkalliontie 2, Haukilahti, Espoo",25.0,1h + kn,60.1620149,24.77199982193311,1963.0,Kerrostalo,1,False
1945,"Kerrostalo, 1994",1199,"Tähtimötie 2 A, Rastaspuisto, Espoo",73.0,3h+k+s,60.232146,24.7802152,1994.0,Kerrostalo,3,True
1946,"Kerrostalo, 2018",1289,"Saunalahdenkatu 2, Saunalahti, Espoo",72.5,3H+KT,60.1652306,24.6143043,2018.0,Kerrostalo,3,False
1947,"Kerrostalo, 1974",1167,"Puosunrinne 6, Espoonlahti, Espoo",77.5,3H+K,60.1488276,24.648212157700765,1974.0,Kerrostalo,3,False
1948,"Kerrostalo, 2023",1380,"Yläkartanontie 19, Soukka, Espoo",82.0,4h+kt+s,60.144045,24.674227,2023.0,Kerrostalo,4,True
1949,"Kerrostalo, 2023",750,"Yläkartanontie 19, Soukka, Espoo",38.0,2h+kt+parveke,60.144045,24.674227,2023.0,Kerrostalo,2,False
1950,"Kerrostalo, 2023",1140,"Yläkartanontie 19, Soukka, Espoo",63.0,3h+kt+s,60.144045,24.674227,2023.0,Kerrostalo,3,True
1951,"Kerrostalo, 2023",690,"Yläkartanontie 19, Soukka, Espoo",31.0,1h+kt,60.144045,24.674227,2023.0,Kerrostalo,1,False
1952,"Kerrostalo, 1972",1150,"Kuutamokatu 2 C, Olari, Espoo",95.5,"4-5h, k, s, ph, vh, erill. wc + lasitettu parveke",60.1760064,24.7273965,1972.0,Kerrostalo,4,True
1953,"Kerrostalo, 1974",1179,"Kirstinharju 23, Suvela, Espoo",77.0,3H+K,60.2060519,24.67247958633972,1974.0,Kerrostalo,3,False
1954,"Kerrostalo, 1992",905,"Espoonaukio 7 B 15, Espoon keskus, Espoo",56.0,2 h + k + s + p,60.2063271,24.6592761,1992.0,Kerrostalo,2,True
1955,"Kerrostalo, 2018",1467,"Marinkallio 8, Kivenlahti, Espoo",80.5,3H+KT+S,60.15838055,24.622228287533325,2018.0,Kerrostalo,3,False
1956,"Kerrostalo, 2002",818,"Nissinmäentie 7 E, Vanttila, Espoo",66.0,3h + keittiö + sauna,60.1812869,24.6171697,2002.0,Kerrostalo,3,True
1957,"Kerrostalo, 2018",890,"Perilänniitty 2, Vermonniitty, Espoo",44.0,2h+tk,60.2165225,24.83287010199864,2018.0,Kerrostalo,2,False
1958,"Kerrostalo, 2019",1080,"Kaarlo Sarkian katu 8, Vermonniitty, Espoo",56.0,3h+kt,60.2141427,24.833649286196646,2019.0,Kerrostalo,3,False
1962,"Kerrostalo, 1987",895,"Merivalkama 12, Kivenlahti, Espoo",36.0,1h + kk + s + p,60.152939,24.632592880314,1987.0,Kerrostalo,1,True
1963,Kerrostalo,850,"Kivenlahdenkatu 3 C 25, Kivenlahti, Espoo",62.0,2h + k + p,60.1528359,24.634397,,Kerrostalo,2,False
1964,"Kerrostalo, 1975",628,"Puolikuu 1 A, Olari, Espoo",34.0,1h+avok+kph+vh+alkovi+ranskalainen parveke,60.1731699,24.7276308,1975.0,Kerrostalo,1,True
1965,"Kerrostalo, 2017",1049,"Niittysillankulma 2 C, Niittykumpu, Espoo",51.0,2h+kt+s,60.1696563,24.7656265,2017.0,Kerrostalo,2,True
1966,"Kerrostalo, 2022",1350,"Syvänsalmenkatu 3 A 46, Hyljelahti, Espoo",55.0,3h + kk + p,60.1508883,24.7088608,2022.0,Kerrostalo,3,False
1967,Kerrostalo,665,"Niittyportti 2, Niittykumpu, Espoo",24.5,1h + avok + p,60.1708303,24.7728183,,Kerrostalo,1,False
1968,Kerrostalo,563,"Aallonhuippu 4, Espoonlahti, Espoo",8.0,1h+jaettu kph+yhteistilat,60.15103405,24.637746940553647,,Kerrostalo,1,True
1969,"Kerrostalo, 1972",1472,"Kivimiehentie 2, Otaniemi, Espoo",79.0,3h+k+kph+wc,60.1792057,24.8279028,1972.0,Kerrostalo,3,False
1970,Kerrostalo,650,"Kolkekannaksentie 19 A, Lippajärvi, Espoo",25.0,1h + kk,60.2360708,24.7279821,,Kerrostalo,1,False
1971,"Kerrostalo, 1972",845,"Kastevuorenkuja 4 A, Soukka, Espoo",58.0,2h + avok + p+ kph+ vh,60.1379423,24.6749148,1972.0,Kerrostalo,2,False
