Unnamed: 0,house_type,price,address,square,object_type,price_per_square,year_of_construction,building_type,rooms,sauna,latitude,longitude
1462,"Maison jumelée, 1999",622013,"5 Rue Garibaldi, Lyon",94.8,1 pièce,6561,1999.0,Maison jumelée,1,False,45.8504839,4.8533659
1463,"Maison jumelée, 1993",240772,"13 Rue de Marseille, Lyon",93.2,"5 pièces, duplex",2583,1993.0,Maison jumelée,5,False,45.8538445,4.9140289
1464,"Loft, 1981",265426,"8 Avenue Jean Jaurès, Lyon",27.5,"5 pièces, duplex",9652,1981.0,Loft,5,False,45.7303713,4.9230314
1465,"Maison individuelle, 1975",654834,"2 Rue Victor Hugo, Lyon",77.9,"2 pièces, balcon",8406,1975.0,Maison individuelle,2,False,45.7151169,4.925723
1466,"Loft, 1970",631205,"5 Rue Garibaldi, Lyon",104.2,"4 pièces, jardin",6058,1970.0,Loft,4,False,45.7196858,4.8520857
1467,"Maison de ville, 1983",783310,"25 Quai Saint-Antoine, Lyon",97.8,3 pièces,8009,1983.0,Maison de ville,3,False,45.7481196,4.9227854
1468,"Maison jumelée, 2004",531158,"5 Rue Garibaldi, Lyon",54.8,"2 pièces, balcon",9693,2004.0,Maison jumelée,2,False,45.7419689,4.9124528
1469,"Maison individuelle, 1973",533528,"5 Rue Garibaldi, Lyon",39.4,"3 pièces, ascenseur",13541,1973.0,Maison individuelle,3,False,45.7227405,4.8770109
1470,"Appartement, 1978",151342,"10 Rue de la République, Lyon",80.0,"3 pièces, terrasse",1892,1978.0,Appartement,3,False,45.7643967,4.8116026
1471,"Maison individuelle, 1974",520003,"8 Avenue Jean Jaurès, Lyon",70.0,Studio,7429,1974.0,Maison individuelle,1,False,45.7052587,4.8508055
1472,"Maison individuelle, 1973",632067,"5 Rue Garibaldi, Lyon",61.2,"5 pièces, duplex",10328,1973.0,Maison individuelle,5,False,45.7930087,4.9481172
1473,"Appartement, 1990",127803,"10 Rue de la République, Lyon",37.3,2 pièces,3426,1990.0,Appartement,2,False,45.8392677,4.8933803
1474,"Maison individuelle, 1971",748219,"5 Rue Garibaldi, Lyon",106.8,2 pièces,7006,1971.0,Maison individuelle,2,False,45.6943312,4.7570874
1475,"Penthouse, 2005",793215,"27 Rue du Président Édouard Herriot, Lyon",62.6,4 pièces,12671,2005.0,Penthouse,4,False,45.7165851,4.8780207
1476,"Maison individuelle, 2004",316940,"92 Quai Perrache, Lyon",114.4,4 pièces,2770,2004.0,Maison individuelle,4,False,45.8433491,4.7765558
1477,"Résidence de standing, 1971",360658,"25 Quai Saint-Antoine, Lyon",106.3,5 pièces,3393,1971.0,Résidence de standing,5,False,45.7283254,4.8777306
1478,"Maison de ville, 2011",211407,"13 Rue de Marseille, Lyon",55.0,"3 pièces, terrasse",3844,2011.0,Maison de ville,3,False,45.8295599,4.9281776
1479,"Maison individuelle, 2022",225728,"92 Quai Perrache, Lyon",108.9,"3 pièces, terrasse",2073,2022.0,Maison individuelle,3,False,45.7441875,4.9403398
1480,"Maison individuelle, 2003",438394,"17 Rue Pasteur, Lyon",97.5,"2 pièces, balcon",4496,2003.0,Maison individuelle,2,False,45.8560827,4.8310357
1481,"Maison de ville, 1993",513025,"5 Rue Garibaldi, Lyon",65.7,"2 pièces, balcon",7809,1993.0,Maison de ville,2,False,45.7452995,4.8459901
1482,"Penthouse, 1973",581360,"5 Rue Garibaldi, Lyon",93.3,"2 pièces, balcon",6231,1973.0,Penthouse,2,False,45.8186072,4.8043591
1483,"Maison individuelle, 2007",493055,"25 Quai Saint-Antoine, Lyon",47.0,"3 pièces, ascenseur",10491,2007.0,Maison individuelle,3,False,45.8556723,4.789536
1484,"Maison jumelée, 1971",438880,"25 Quai Saint-Antoine, Lyon",31.2,1 pièce,14067,1971.0,Maison jumelée,1,False,45.7894945,4.8197356
1485,"Maison individuelle, 1987",619883,"25 Quai Saint-Antoine, Lyon",104.2,1 pièce,5949,1987.0,Maison individuelle,1,False,45.8256509,4.8766555
1486,"Immeuble, 2003",431457,"17 Rue Pasteur, Lyon",96.2,1 pièce,4485,2003.0,Immeuble,1,False,45.7891986,4.9249845
1487,"Résidence étudiante, 2016",443870,"2 Rue Victor Hugo, Lyon",97.7,4 pièces,4543,2016.0,Résidence étudiante,4,False,45.8636247,4.905306
1488,"Maison individuelle, 1982",580182,"92 Quai Perrache, Lyon",76.6,"3 pièces, terrasse",7574,1982.0,Maison individuelle,3,False,45.7592644,4.7769622
1489,"Maison de ville, 1995",469837,"10 Rue de la République, Lyon",23.4,4 pièces,20079,1995.0,Maison de ville,4,False,45.8361023,4.8825074
1490,"Studio, 1995",701804,"27 Rue du Président Édouard Herriot, Lyon",59.4,"5 pièces, duplex",11815,1995.0,Studio,5,False,45.7027567,4.7948273
1491,"Maison jumelée, 1984",793867,"8 Avenue Jean Jaurès, Lyon",40.2,"5 pièces, duplex",19748,1984.0,Maison jumelée,5,False,45.8263548,4.8966601
1492,"Penthouse, 2004",384329,"4 Place Bellecour, Lyon",96.5,"2 pièces, balcon",3983,2004.0,Penthouse,2,False,45.7720129,4.778506
1493,"Immeuble, 2023",593925,"5 Rue Garibaldi, Lyon",35.5,"3 pièces, terrasse",16730,2023.0,Immeuble,3,False,45.8194722,4.7639083
1494,"Immeuble, 1971",473097,"27 Rue du Président Édouard Herriot, Lyon",119.7,2 pièces,3952,1971.0,Immeuble,2,False,45.695475,4.8424381
1495,"Penthouse, 1976",691734,"8 Avenue Jean Jaurès, Lyon",73.3,"3 pièces, ascenseur",9437,1976.0,Penthouse,3,False,45.7395416,4.7780632
1496,"Résidence étudiante, 2019",769476,"8 Avenue Jean Jaurès, Lyon",40.7,"4 pièces, jardin",18906,2019.0,Résidence étudiante,4,False,45.7025374,4.8749727
1497,"Résidence étudiante, 2005",664947,"13 Rue de Marseille, Lyon",107.5,"5 pièces, duplex",6186,2005.0,Résidence étudiante,5,False,45.8274085,4.8826011
1498,"Résidence étudiante, 2005",268433,"27 Rue du Président Édouard Herriot, Lyon",60.3,3 pièces,4452,2005.0,Résidence étudiante,3,False,45.8610585,4.9295621
1499,"Résidence de standing, 2021",575141,"10 Rue de la République, Lyon",26.3,"2 pièces, balcon",21868,2021.0,Résidence de standing,2,False,45.7048186,4.8988717
1500,"Maison individuelle, 2004",550430,"10 Rue de la République, Lyon",32.7,3 pièces,16833,2004.0,Maison individuelle,3,False,45.8354159,4.912641
1501,"Maison jumelée, 2005",576565,"4 Place Bellecour, Lyon",55.3,"5 pièces, duplex",10426,2005.0,Maison jumelée,5,False,45.6910052,4.8216803
1502,"Penthouse, 2013",692444,"92 Quai Perrache, Lyon",91.8,"3 pièces, terrasse",7543,2013.0,Penthouse,3,False,45.7826432,4.7756856
1503,"Loft, 2004",540287,"5 Rue Garibaldi, Lyon",30.9,Studio,17485,2004.0,Loft,1,False,45.8185426,4.7512545
1504,"Maison de ville, 2018",744299,"92 Quai Perrache, Lyon",65.9,"4 pièces, jardin",11294,2018.0,Maison de ville,4,False,45.821463,4.9253896
1505,"Maison individuelle, 1988",526082,"4 Place Bellecour, Lyon",59.3,1 pièce,8872,1988.0,Maison individuelle,1,False,45.8648706,4.9276731
1506,"Résidence de standing, 2000",457452,"2 Rue Victor Hugo, Lyon",23.6,1 pièce,19384,2000.0,Résidence de standing,1,False,45.7442141,4.8399037
1507,"Maison jumelée, 2015",743083,"17 Rue Pasteur, Lyon",74.1,"3 pièces, ascenseur",10028,2015.0,Maison jumelée,3,False,45.7825228,4.8114844
1508,"Loft, 1994",644942,"2 Rue Victor Hugo, Lyon",51.7,1 pièce,12475,1994.0,Loft,1,False,45.8350201,4.8732527
1509,"Penthouse, 2007",567136,"4 Place Bellecour, Lyon",37.5,"3 pièces, ascenseur",15124,2007.0,Penthouse,3,False,45.8203189,4.8852381
1510,"Immeuble, 2018",323333,"25 Quai Saint-Antoine, Lyon",35.6,"4 pièces, jardin",9082,2018.0,Immeuble,4,False,45.8281369,4.7922593
1511,"Résidence de standing, 1985",319336,"17 Rue Pasteur, Lyon",75.5,1 pièce,4230,1985.0,Résidence de standing,1,False,45.753799,4.7790893
1512,"Maison de ville, 1984",613177,"25 Quai Saint-Antoine, Lyon",21.8,2 pièces,28127,1984.0,Maison de ville,2,False,45.7385662,4.8408833
1513,"Maison de ville, 2015",771169,"5 Rue Garibaldi, Lyon",50.5,"5 pièces, duplex",15271,2015.0,Maison de ville,5,False,45.8372009,4.7793796
1514,"Maison jumelée, 1986",792032,"25 Quai Saint-Antoine, Lyon",82.0,"2 pièces, balcon",9659,1986.0,Maison jumelée,2,False,45.7743633,4.8241472
1515,"Maison jumelée, 1983",657860,"25 Quai Saint-Antoine, Lyon",97.8,5 pièces,6727,1983.0,Maison jumelée,5,False,45.8028291,4.86825
1516,"Résidence de standing, 1989",326386,"8 Avenue Jean Jaurès, Lyon",27.0,"4 pièces, parking",12088,1989.0,Résidence de standing,4,False,45.819401,4.7735827
1517,"Loft, 1998",514127,"92 Quai Perrache, Lyon",89.1,Studio,5770,1998.0,Loft,2,False,45.8570204,4.8280941
1518,"Maison jumelée, 1972",250820,"8 Avenue Jean Jaurès, Lyon",18.7,Studio,13413,1972.0,Maison jumelée,2,False,45.8003269,4.7571412
1519,"Appartement, 2020",102883,"92 Quai Perrache, Lyon",83.2,"4 pièces, jardin",1237,2020.0,Appartement,4,False,45.8127317,4.7724544
1520,"Loft, 1990",560501,"4 Place Bellecour, Lyon",81.8,"4 pièces, jardin",6852,1990.0,Loft,4,False,45.8060501,4.8087663
1521,"Résidence de standing, 1991",263428,"13 Rue de Marseille, Lyon",109.1,"5 pièces, duplex",2415,1991.0,Résidence de standing,5,False,45.7077678,4.8532333
1522,"Résidence de standing, 1994",617843,"8 Avenue Jean Jaurès, Lyon",74.4,"2 pièces, balcon",8304,1994.0,Résidence de standing,2,False,45.8059517,4.8781953
1523,"Penthouse, 1989",781932,"13 Rue de Marseille, Lyon",47.5,3 pièces,16462,1989.0,Penthouse,3,False,45.844269,4.810951
1524,"Immeuble, 2008",544133,"17 Rue Pasteur, Lyon",73.8,4 pièces,7373,2008.0,Immeuble,4,False,45.8494172,4.7800556
1525,"Résidence de standing, 1980",712182,"10 Rue de la République, Lyon",89.4,3 pièces,7966,1980.0,Résidence de standing,3,False,45.7200152,4.8853497
1526,"Appartement, 2001",147272,"8 Avenue Jean Jaurès, Lyon",18.8,1 pièce,7834,2001.0,Appartement,1,False,45.7532737,4.8626222
1527,"Studio, 2003",216398,"2 Rue Victor Hugo, Lyon",60.0,Studio,3607,2003.0,Studio,3,False,45.7871046,4.9333671
1528,"Résidence de standing, 1977",296906,"25 Quai Saint-Antoine, Lyon",81.6,"2 pièces, balcon",3639,1977.0,Résidence de standing,2,False,45.8053583,4.8524811
1529,"Maison individuelle, 1980",634748,"5 Rue Garibaldi, Lyon",93.8,3 pièces,6767,1980.0,Maison individuelle,3,False,45.7955418,4.9362023
1530,"Loft, 2002",533853,"2 Rue Victor Hugo, Lyon",45.5,3 pièces,11733,2002.0,Loft,3,False,45.7260777,4.8392309
1531,"Immeuble, 1970",436506,"5 Rue Garibaldi, Lyon",21.6,2 pièces,20209,1970.0,Immeuble,2,False,45.7822367,4.8092137
1532,"Maison de ville, 1996",760229,"92 Quai Perrache, Lyon",80.4,Studio,9456,1996.0,Maison de ville,2,False,45.8110563,4.8402138
1533,"Maison de ville, 1990",749446,"8 Avenue Jean Jaurès, Lyon",59.7,4 pièces,12554,1990.0,Maison de ville,4,False,45.7733386,4.7642662
1534,"Loft, 1994",616109,"4 Place Bellecour, Lyon",32.5,1 pièce,18957,1994.0,Loft,1,False,45.8222787,4.9227409
1535,"Maison individuelle, 2022",455408,"13 Rue de Marseille, Lyon",92.4,"3 pièces, ascenseur",4929,2022.0,Maison individuelle,3,False,45.7019652,4.7826296
1536,"Loft, 1992",657381,"92 Quai Perrache, Lyon",114.7,"2 pièces, balcon",5731,1992.0,Loft,2,False,45.8020168,4.9396039
1537,"Maison individuelle, 1993",647440,"2 Rue Victor Hugo, Lyon",49.7,"3 pièces, ascenseur",13027,1993.0,Maison individuelle,3,False,45.7527386,4.9194164
1538,"Loft, 1984",285542,"8 Avenue Jean Jaurès, Lyon",44.4,"2 pièces, balcon",6431,1984.0,Loft,2,False,45.737535,4.8350297
1539,"Appartement, 1991",126562,"17 Rue Pasteur, Lyon",47.3,2 pièces,2676,1991.0,Appartement,2,False,45.8192124,4.7609297
1540,"Loft, 2013",773182,"8 Avenue Jean Jaurès, Lyon",107.4,"5 pièces, duplex",7199,2013.0,Loft,5,False,45.8177622,4.8320032
1541,"Penthouse, 2000",445255,"10 Rue de la République, Lyon",75.2,"5 pièces, duplex",5921,2000.0,Penthouse,5,False,45.7440742,4.7626354
1542,"Résidence de standing, 2007",624222,"4 Place Bellecour, Lyon",67.7,1 pièce,9220,2007.0,Résidence de standing,1,False,45.7639268,4.8263408
1543,"Penthouse, 2017",496337,"5 Rue Garibaldi, Lyon",21.8,4 pièces,22768,2017.0,Penthouse,4,False,45.6938691,4.919669
1544,"Maison individuelle, 1987",325504,"92 Quai Perrache, Lyon",64.9,Studio,5015,1987.0,Maison individuelle,2,False,45.7205822,4.9414208
1545,"Penthouse, 1995",640308,"5 Rue Garibaldi, Lyon",21.7,4 pièces,29507,1995.0,Penthouse,4,False,45.8284031,4.8513866
1546,"Résidence étudiante, 1993",422368,"25 Quai Saint-Antoine, Lyon",100.4,Studio,4207,1993.0,Résidence étudiante,2,False,45.7774687,4.946524
1547,"Résidence de standing, 2011",773090,"5 Rue Garibaldi, Lyon",38.8,5 pièces,19925,2011.0,Résidence de standing,5,False,45.7203297,4.7965299
1548,"Loft, 1971",426805,"17 Rue Pasteur, Lyon",27.1,4 pièces,15749,1971.0,Loft,4,False,45.8410903,4.8577941
1549,"Maison de ville, 1993",660201,"17 Rue Pasteur, Lyon",113.1,"4 pièces, parking",5837,1993.0,Maison de ville,4,False,45.698423,4.9161415
1550,"Appartement, 1976",142452,"5 Rue Garibaldi, Lyon",108.9,4 pièces,1308,1976.0,Appartement,4,False,45.8491656,4.944867
1551,"Maison de ville, 1987",701390,"5 Rue Garibaldi, Lyon",111.1,3 pièces,6313,1987.0,Maison de ville,3,False,45.8191285,4.8490787
1552,"Maison individuelle, 1983",284195,"8 Avenue Jean Jaurès, Lyon",57.0,3 pièces,4986,1983.0,Maison individuelle,3,False,45.7157989,4.8242235
1553,"Loft, 1985",649353,"92 Quai Perrache, Lyon",96.6,4 pièces,6722,1985.0,Loft,4,False,45.752801,4.9321642
1554,"Résidence étudiante, 2011",569085,"13 Rue de Marseille, Lyon",61.0,Studio,9329,2011.0,Résidence étudiante,3,False,45.7374955,4.8348256
1555,"Maison individuelle, 2020",545228,"27 Rue du Président Édouard Herriot, Lyon",59.6,"3 pièces, terrasse",9148,2020.0,Maison individuelle,3,False,45.7871558,4.8192704
1556,"Studio, 1973",250100,"13 Rue de Marseille, Lyon",94.1,"2 pièces, balcon",2658,1973.0,Studio,2,False,45.775714,4.8025459
1557,"Résidence de standing, 1971",702650,"27 Rue du Président Édouard Herriot, Lyon",47.1,Studio,14918,1971.0,Résidence de standing,1,False,45.7571074,4.7737339
1558,"Loft, 2005",535145,"92 Quai Perrache, Lyon",39.7,3 pièces,13480,2005.0,Loft,3,False,45.7975951,4.9298427
1559,"Studio, 2023",684245,"10 Rue de la République, Lyon",37.3,"5 pièces, duplex",18344,2023.0,Studio,5,False,45.8658057,4.8347152
1560,"Maison de ville, 1973",387235,"13 Rue de Marseille, Lyon",76.0,Studio,5095,1973.0,Maison de ville,1,False,45.7321446,4.8124223
1561,"Appartement, 1990",135072,"8 Avenue Jean Jaurès, Lyon",69.9,"2 pièces, balcon",1932,1990.0,Appartement,2,False,45.7725387,4.7654019
1562,"Loft, 2003",601881,"5 Rue Garibaldi, Lyon",111.2,5 pièces,5413,2003.0,Loft,5,False,45.7223865,4.7553552
1563,"Penthouse, 2009",772910,"10 Rue de la République, Lyon",76.0,5 pièces,10170,2009.0,Penthouse,5,False,45.7551834,4.8911498
1564,"Maison individuelle, 1981",459326,"2 Rue Victor Hugo, Lyon",88.9,"3 pièces, ascenseur",5167,1981.0,Maison individuelle,3,False,45.8420627,4.8612493
1565,"Penthouse, 1977",501789,"27 Rue du Président Édouard Herriot, Lyon",59.3,5 pièces,8462,1977.0,Penthouse,5,False,45.8072364,4.8944596
1566,"Appartement, 2017",100561,"25 Quai Saint-Antoine, Lyon",60.6,1 pièce,1659,2017.0,Appartement,1,False,45.8353257,4.9411767
1567,"Studio, 2003",605109,"5 Rue Garibaldi, Lyon",52.5,4 pièces,11526,2003.0,Studio,4,False,45.835305,4.8159752
1568,"Résidence de standing, 2009",466920,"13 Rue de Marseille, Lyon",118.5,3 pièces,3940,2009.0,Résidence de standing,3,False,45.8240781,4.8387394
1569,"Penthouse, 2023",283861,"17 Rue Pasteur, Lyon",76.5,"4 pièces, jardin",3711,2023.0,Penthouse,4,False,45.6981307,4.8781292
1570,"Maison individuelle, 1991",626372,"17 Rue Pasteur, Lyon",34.8,4 pièces,17999,1991.0,Maison individuelle,4,False,45.8070407,4.8320082
1571,"Studio, 2015",798701,"13 Rue de Marseille, Lyon",34.4,5 pièces,23218,2015.0,Studio,5,False,45.7261848,4.8050226
1572,"Loft, 2019",296364,"4 Place Bellecour, Lyon",65.3,4 pièces,4538,2019.0,Loft,4,False,45.7111391,4.817348
1573,"Studio, 2022",732136,"2 Rue Victor Hugo, Lyon",70.5,"3 pièces, terrasse",10385,2022.0,Studio,3,False,45.6965118,4.8516929
1574,"Loft, 2005",230067,"25 Quai Saint-Antoine, Lyon",39.6,"4 pièces, parking",5810,2005.0,Loft,4,False,45.8104307,4.7867891
1575,"Penthouse, 1991",550554,"10 Rue de la République, Lyon",96.8,"5 pièces, duplex",5688,1991.0,Penthouse,5,False,45.8389701,4.8164274
1576,"Résidence étudiante, 2016",658118,"92 Quai Perrache, Lyon",36.6,"3 pièces, terrasse",17981,2016.0,Résidence étudiante,3,False,45.7293365,4.8852674
1577,"Maison individuelle, 2018",794665,"2 Rue Victor Hugo, Lyon",76.2,1 pièce,10429,2018.0,Maison individuelle,1,False,45.7283714,4.9400982
1578,"Appartement, 1983",124872,"2 Rue Victor Hugo, Lyon",85.5,"4 pièces, jardin",1460,1983.0,Appartement,4,False,45.7797356,4.8353129
1579,"Studio, 2005",377590,"2 Rue Victor Hugo, Lyon",90.2,4 pièces,4186,2005.0,Studio,4,False,45.7907401,4.8788832
1580,"Appartement, 2020",131410,"5 Rue Garibaldi, Lyon",32.9,3 pièces,3994,2020.0,Appartement,3,False,45.6920196,4.9297606
1581,"Appartement, 2024",116156,"10 Rue de la République, Lyon",118.3,Studio,982,2024.0,Appartement,2,False,45.7628133,4.872854
1582,"Résidence de standing, 2003",226670,"27 Rue du Président Édouard Herriot, Lyon",55.5,"5 pièces, duplex",4084,2003.0,Résidence de standing,5,False,45.7511747,4.9378913
1583,"Appartement, 1978",130197,"2 Rue Victor Hugo, Lyon",86.3,"4 pièces, jardin",1509,1978.0,Appartement,4,False,45.7268632,4.8399028
1584,"Maison individuelle, 1979",569311,"25 Quai Saint-Antoine, Lyon",38.7,"4 pièces, parking",14711,1979.0,Maison individuelle,4,False,45.6956595,4.8393981
1585,"Maison jumelée, 1981",279157,"2 Rue Victor Hugo, Lyon",98.8,"4 pièces, parking",2825,1981.0,Maison jumelée,4,False,45.7862074,4.7771629
1586,"Maison individuelle, 1987",763567,"10 Rue de la République, Lyon",101.9,Studio,7493,1987.0,Maison individuelle,3,False,45.7841281,4.8993075
1587,"Maison jumelée, 2009",643233,"2 Rue Victor Hugo, Lyon",116.0,3 pièces,5545,2009.0,Maison jumelée,3,False,45.8503138,4.8134792
1588,"Maison de ville, 1977",717167,"2 Rue Victor Hugo, Lyon",109.9,"3 pièces, terrasse",6526,1977.0,Maison de ville,3,False,45.7679962,4.8416604
1589,"Appartement, 2003",121297,"17 Rue Pasteur, Lyon",20.4,"3 pièces, terrasse",5946,2003.0,Appartement,3,False,45.8278761,4.7713896
1590,"Résidence de standing, 1977",488072,"8 Avenue Jean Jaurès, Lyon",118.7,"3 pièces, ascenseur",4112,1977.0,Résidence de standing,3,False,45.7768022,4.8129565
1591,"Studio, 2017",454357,"4 Place Bellecour, Lyon",32.2,Studio,14110,2017.0,Studio,1,False,45.8327261,4.7721197
1592,"Loft, 1974",387869,"2 Rue Victor Hugo, Lyon",89.2,3 pièces,4348,1974.0,Loft,3,False,45.8372922,4.7739098
1593,"Immeuble, 1995",516728,"4 Place Bellecour, Lyon",23.1,"3 pièces, terrasse",22369,1995.0,Immeuble,3,False,45.8312526,4.7762151
1594,"Résidence de standing, 1971",433171,"92 Quai Perrache, Lyon",96.6,"4 pièces, jardin",4484,1971.0,Résidence de standing,4,False,45.7932937,4.8125986
1595,"Studio, 1990",416351,"5 Rue Garibaldi, Lyon",77.1,"4 pièces, parking",5400,1990.0,Studio,4,False,45.8122769,4.9158503
1596,"Maison jumelée, 2024",779701,"10 Rue de la République, Lyon",89.7,"4 pièces, parking",8692,2024.0,Maison jumelée,4,False,45.7072908,4.791964
1597,"Studio, 2005",317507,"8 Avenue Jean Jaurès, Lyon",97.5,3 pièces,3256,2005.0,Studio,3,False,45.8404011,4.8401776
1598,"Résidence de standing, 1998",719560,"8 Avenue Jean Jaurès, Lyon",31.2,2 pièces,23063,1998.0,Résidence de standing,2,False,45.8271904,4.7524678
1599,"Penthouse, 1994",732384,"2 Rue Victor Hugo, Lyon",66.1,"3 pièces, ascenseur",11080,1994.0,Penthouse,3,False,45.8306318,4.8257685
1600,"Studio, 1992",606152,"17 Rue Pasteur, Lyon",59.6,"3 pièces, terrasse",10170,1992.0,Studio,3,False,45.8074365,4.8488031
1601,"Maison de ville, 2024",322670,"4 Place Bellecour, Lyon",60.3,Studio,5351,2024.0,Maison de ville,3,False,45.7057804,4.8759057
1602,"Immeuble, 1983",329406,"25 Quai Saint-Antoine, Lyon",47.9,3 pièces,6877,1983.0,Immeuble,3,False,45.8216306,4.9096462
1603,"Maison de ville, 1999",504975,"10 Rue de la République, Lyon",20.6,"4 pièces, jardin",24513,1999.0,Maison de ville,4,False,45.7186556,4.8283636
1604,"Studio, 1996",536277,"17 Rue Pasteur, Lyon",62.0,"5 pièces, duplex",8650,1996.0,Studio,5,False,45.7585921,4.9220469
1605,"Résidence étudiante, 1996",327487,"92 Quai Perrache, Lyon",116.7,"3 pièces, terrasse",2806,1996.0,Résidence étudiante,3,False,45.7928857,4.8566999
1606,"Studio, 2009",283289,"92 Quai Perrache, Lyon",102.5,"3 pièces, ascenseur",2764,2009.0,Studio,3,False,45.7917547,4.8805574
1607,"Maison jumelée, 2017",595941,"25 Quai Saint-Antoine, Lyon",34.7,"3 pièces, terrasse",17174,2017.0,Maison jumelée,3,False,45.7617973,4.9265162
1608,"Maison de ville, 2018",719750,"27 Rue du Président Édouard Herriot, Lyon",93.6,"5 pièces, duplex",7690,2018.0,Maison de ville,5,False,45.8440729,4.8467674
1609,"Penthouse, 1981",213394,"92 Quai Perrache, Lyon",40.3,3 pièces,5295,1981.0,Penthouse,3,False,45.6911328,4.8089623
1610,"Studio, 2003",344811,"4 Place Bellecour, Lyon",74.0,5 pièces,4660,2003.0,Studio,5,False,45.8385096,4.7818713
1611,"Maison de ville, 1973",327222,"92 Quai Perrache, Lyon",112.5,4 pièces,2909,1973.0,Maison de ville,4,False,45.7216812,4.7923463
1612,"Maison jumelée, 1972",427895,"5 Rue Garibaldi, Lyon",39.1,"3 pièces, terrasse",10944,1972.0,Maison jumelée,3,False,45.7362825,4.8219837
1613,"Résidence étudiante, 1980",296257,"17 Rue Pasteur, Lyon",44.0,"2 pièces, balcon",6733,1980.0,Résidence étudiante,2,False,45.7336372,4.9276741
1614,"Penthouse, 1974",379295,"92 Quai Perrache, Lyon",68.4,5 pièces,5545,1974.0,Penthouse,5,False,45.8051627,4.9338805
1615,"Maison de ville, 2014",618145,"4 Place Bellecour, Lyon",73.1,4 pièces,8456,2014.0,Maison de ville,4,False,45.702497,4.8974312
1616,"Penthouse, 2008",330460,"5 Rue Garibaldi, Lyon",74.1,3 pièces,4460,2008.0,Penthouse,3,False,45.6922064,4.9265376
1617,"Maison jumelée, 1996",525169,"27 Rue du Président Édouard Herriot, Lyon",22.1,3 pièces,23763,1996.0,Maison jumelée,3,False,45.7702143,4.918594
1618,"Appartement, 2015",101924,"92 Quai Perrache, Lyon",71.6,2 pièces,1424,2015.0,Appartement,2,False,45.8370689,4.7525141
1619,"Maison individuelle, 1996",559707,"8 Avenue Jean Jaurès, Lyon",23.6,4 pièces,23716,1996.0,Maison individuelle,4,False,45.7836692,4.7586096
1620,"Maison jumelée, 2003",403263,"4 Place Bellecour, Lyon",29.5,Studio,13670,2003.0,Maison jumelée,2,False,45.8669531,4.8000724
1621,"Maison individuelle, 2011",629712,"25 Quai Saint-Antoine, Lyon",81.7,"5 pièces, duplex",7708,2011.0,Maison individuelle,5,False,45.8145359,4.9184812
1622,"Maison jumelée, 1990",679629,"5 Rue Garibaldi, Lyon",108.9,1 pièce,6241,1990.0,Maison jumelée,1,False,45.6921358,4.7811398
1623,"Maison individuelle, 2001",590371,"27 Rue du Président Édouard Herriot, Lyon",67.3,5 pièces,8772,2001.0,Maison individuelle,5,False,45.7350097,4.7899588
1624,"Penthouse, 2008",284591,"5 Rue Garibaldi, Lyon",91.0,"4 pièces, jardin",3127,2008.0,Penthouse,4,False,45.691413,4.8832657
1625,"Maison individuelle, 1987",601231,"10 Rue de la République, Lyon",77.1,"4 pièces, jardin",7798,1987.0,Maison individuelle,4,False,45.7097431,4.9432378
1626,"Immeuble, 1976",377244,"4 Place Bellecour, Lyon",50.6,"4 pièces, parking",7455,1976.0,Immeuble,4,False,45.7551325,4.8420228
1627,"Loft, 1993",374199,"17 Rue Pasteur, Lyon",51.4,3 pièces,7280,1993.0,Loft,3,False,45.8665958,4.8494361
1628,"Résidence étudiante, 1980",546785,"5 Rue Garibaldi, Lyon",88.1,1 pièce,6206,1980.0,Résidence étudiante,1,False,45.8390332,4.9391892
1629,"Penthouse, 2022",215659,"25 Quai Saint-Antoine, Lyon",101.6,3 pièces,2123,2022.0,Penthouse,3,False,45.7900081,4.9264576
1630,"Maison individuelle, 1973",297228,"92 Quai Perrache, Lyon",44.5,"3 pièces, ascenseur",6679,1973.0,Maison individuelle,3,False,45.8519631,4.7802451
1631,"Résidence de standing, 1982",437688,"17 Rue Pasteur, Lyon",102.8,"3 pièces, ascenseur",4258,1982.0,Résidence de standing,3,False,45.8533241,4.8109876
1632,"Maison individuelle, 1982",260673,"4 Place Bellecour, Lyon",92.8,"3 pièces, ascenseur",2809,1982.0,Maison individuelle,3,False,45.8588742,4.7522647
1633,"Appartement, 2014",142184,"17 Rue Pasteur, Lyon",68.1,2 pièces,2088,2014.0,Appartement,2,False,45.8376429,4.8948925
1634,"Immeuble, 2019",246309,"4 Place Bellecour, Lyon",21.8,3 pièces,11299,2019.0,Immeuble,3,False,45.7607812,4.8525884
1635,"Loft, 2006",296340,"17 Rue Pasteur, Lyon",68.8,4 pièces,4307,2006.0,Loft,4,False,45.7657175,4.8103351
1636,"Immeuble, 1971",500280,"25 Quai Saint-Antoine, Lyon",88.0,"3 pièces, terrasse",5685,1971.0,Immeuble,3,False,45.6982752,4.7888424
1637,"Maison jumelée, 2001",428090,"5 Rue Garibaldi, Lyon",32.7,"3 pièces, ascenseur",13091,2001.0,Maison jumelée,3,False,45.7777314,4.769094
1638,"Studio, 1986",301172,"4 Place Bellecour, Lyon",62.6,Studio,4811,1986.0,Studio,1,False,45.8115072,4.7530287
